Name,Ticker,Yahoo_Equivalent_Code
Jain Irrigation Systems Limited,JISLDVREQS.NS,"'JISLDVREQS.NS',"
Jain Irrigation Systems Limited,JISLJALEQS.NS,"'JISLJALEQS.NS',"
JITF Infralogistics Limited,JITFINFRA.NS,"'JITFINFRA.NS',"
Jiya Eco-Products Limited,JIYAECO.NS,"'JIYAECO.NS',"
JK Cement Limited,JKCEMENT.NS,"'JKCEMENT.NS',"
J.Kumar Infraprojects Limited,JKIL.NS,"'JKIL.NS',"
JK Lakshmi Cement Limited,JKLAKSHMI.NS,"'JKLAKSHMI.NS',"
JK Paper Limited,JKPAPER.NS,"'JKPAPER.NS',"
JK Tyre & Industries Limited,JKTYRE.NS,"'JKTYRE.NS',"
Jullundur Motor Agency (Delhi) Limited,JMA.NS,"'JMA.NS',"
JMC Projects (India)  Limited,JMCPROJECT.NS,"'JMCPROJECT.NS',"
JM Financial Limited,JMFINANCIL.NS,"'JMFINANCIL.NS',"
JMT Auto Limited,JMTAUTOLTD.NS,"'JMTAUTOLTD.NS',"
Jocil Limited,JOCIL.NS,"'JOCIL.NS',"
Jaiprakash Associates Limited,JPASSOCIAT.NS,"'JPASSOCIAT.NS',"
Jaypee Infratech Limited,JPINFRATEC.NS,"'JPINFRATEC.NS',"
Jindal Poly Investment and Finance Company Limited,JPOLYINVST.NS,"'JPOLYINVST.NS',"
Jaiprakash Power Ventures Limited,JPPOWER.NS,"'JPPOWER.NS',"
Jindal Stainless Limited,JSL.NS,"'JSL.NS',"
Jindal Stainless (Hisar) Limited,JSLHISAR.NS,"'JSLHISAR.NS',"
JSW Energy Limited,JSWENERGY.NS,"'JSWENERGY.NS',"
JSW Holdings Limited,JSWHL.NS,"'JSWHL.NS',"
JSW Ispat Special Products Limited,JSWISPL.NS,"'JSWISPL.NS',"
JSW Steel Limited,JSWSTEEL.NS,"'JSWSTEEL.NS',"
Jtekt India Limited,JTEKTINDIA.NS,"'JTEKTINDIA.NS',"
Jubilant Life Sciences Limited,JUBILANT.NS,"'JUBILANT.NS',"
Jubilant Foodworks Limited,JUBLFOOD.NS,"'JUBLFOOD.NS',"
Jubilant Industries Limited,JUBLINDS.NS,"'JUBLINDS.NS',"
Jump Networks Limited,JUMPNET.NS,"'JUMPNET.NS',"
Just Dial Limited,JUSTDIAL.NS,"'JUSTDIAL.NS',"
Jyothy Labs Limited,JYOTHYLAB.NS,"'JYOTHYLAB.NS',"
Jyoti Structures Limited,JYOTISTRUC.NS,"'JYOTISTRUC.NS',"
Kabra Extrusion Technik Limited,KABRAEXTRU.NS,"'KABRAEXTRU.NS',"
Kajaria Ceramics Limited,KAJARIACER.NS,"'KAJARIACER.NS',"
Kakatiya Cement Sugar & Industries Limited,KAKATCEM.NS,"'KAKATCEM.NS',"
Kalpataru Power Transmission Limited,KALPATPOWR.NS,"'KALPATPOWR.NS',"
Kalyani Commercials Limited,KALYANI.NS,"'KALYANI.NS',"
Kalyani Forge Limited,KALYANIFRG.NS,"'KALYANIFRG.NS',"
Kamat Hotels (I) Limited,KAMATHOTEL.NS,"'KAMATHOTEL.NS',"
Kamdhenu Limited,KAMDHENU.NS,"'KAMDHENU.NS',"
Kanani Industries Limited,KANANIIND.NS,"'KANANIIND.NS',"
Kanoria Chemicals & Industries Limited,KANORICHEM.NS,"'KANORICHEM.NS',"
Kanpur Plastipack Limited,KANPRPLA.NS,"'KANPRPLA.NS',"
Kansai Nerolac Paints Limited,KANSAINER.NS,"'KANSAINER.NS',"
Kapston Facilities Management Limited,KAPSTON.NS,"'KAPSTON.NS',"
Karda Constructions Limited,KARDA.NS,"'KARDA.NS',"
Karma Energy Limited,KARMAENG.NS,"'KARMAENG.NS',"
Karur Vysya Bank Limited,KARURVYSYA.NS,"'KARURVYSYA.NS',"
Kaushalya Infrastructure Development Corporation Limited,KAUSHALYA.NS,"'KAUSHALYA.NS',"
Kaya Limited,KAYA.NS,"'KAYA.NS',"
KCP Limited,KCP.NS,"'KCP.NS',"
KCP Sugar and Industries Corporation Limited,KCPSUGIND.NS,"'KCPSUGIND.NS',"
KDDL Limited,KDDL.NS,"'KDDL.NS',"
KEC International Limited,KEC.NS,"'KEC.NS',"
Kirloskar Electric Company Limited,KECL.NS,"'KECL.NS',"
Keerti Knowledge and Skills Limited,KEERTI.NS,"'KEERTI.NS',"
KEI Industries Limited,KEI.NS,"'KEI.NS',"
Kellton Tech Solutions Limited,KELLTONTEC.NS,"'KELLTONTEC.NS',"
Kennametal India Limited,KENNAMET.NS,"'KENNAMET.NS',"
Kernex Microsystems (India) Limited,KERNEX.NS,"'KERNEX.NS',"
Kesoram Industries Limited,KESORAMIND.NS,"'KESORAMIND.NS',"
Keynote Financial Services Limited,KEYFINSERV.NS,"'KEYFINSERV.NS',"
Karuturi Global Limited,KGL.NS,"'KGL.NS',"
Khadim India Limited,KHADIM.NS,"'KHADIM.NS',"
Khaitan Chemicals & Fertilizers Limited,KHAICHEM.NS,"'KHAICHEM.NS',"
Khandwala Securities Limited,KHANDSE.NS,"'KHANDSE.NS',"
Kalyani Investment Company Limited,KICL.NS,"'KICL.NS',"
Kilitch Drugs (India) Limited,KILITCH.NS,"'KILITCH.NS',"
Kingfa Science & Technology (India) Limited,KINGFA.NS,"'KINGFA.NS',"
KIOCL Limited,KIOCL.NS,"'KIOCL.NS',"
Kiri Industries Limited,KIRIINDUS.NS,"'KIRIINDUS.NS',"
Kirloskar Ferrous Industries Ltd,KIRLFER.NS,"'KIRLFER.NS',"
Kirloskar Brothers Limited,KIRLOSBROS.NS,"'KIRLOSBROS.NS',"
Kirloskar Oil Engines Limited,KIRLOSENG.NS,"'KIRLOSENG.NS',"
Kirloskar Industries Limited,KIRLOSIND.NS,"'KIRLOSIND.NS',"
Kitex Garments Limited,KITEX.NS,"'KITEX.NS',"
Kewal Kiran Clothing Limited,KKCL.NS,"'KKCL.NS',"
K.M.Sugar Mills Limited,KMSUGAR.NS,"'KMSUGAR.NS',"
KNR Constructions Limited,KNRCON.NS,"'KNRCON.NS',"
Kokuyo Camlin Limited,KOKUYOCMLN.NS,"'KOKUYOCMLN.NS',"
Kolte - Patil Developers Limited,KOLTEPATIL.NS,"'KOLTEPATIL.NS',"
Kopran Limited,KOPRAN.NS,"'KOPRAN.NS',"
Kotak Mahindra Bank Limited,KOTAKBANK.NS,"'KOTAKBANK.NS',"
Kothari Sugars And Chemicals Limited,KOTARISUG.NS,"'KOTARISUG.NS',"
Kothari Petrochemicals Limited,KOTHARIPET.NS,"'KOTHARIPET.NS',"
Kothari Products Limited,KOTHARIPRO.NS,"'KOTHARIPRO.NS',"
KPIT Technologies Limited,KPITTECH.NS,"'KPITTECH.NS',"
K.P.R. Mill Limited,KPRMILL.NS,"'KPRMILL.NS',"
KRBL Limited,KRBL.NS,"'KRBL.NS',"
Krebs Biochemicals and Industries Limited,KREBSBIO.NS,"'KREBSBIO.NS',"
Kridhan Infra Limited,KRIDHANINF.NS,"'KRIDHANINF.NS',"
Krishana Phoschem Limited,KRISHANA.NS,"'KRISHANA.NS',"
Ksb Limited,KSB.NS,"'KSB.NS',"
Kaveri Seed Company Limited,KSCL.NS,"'KSCL.NS',"
KSK Energy Ventures Limited,KSK.NS,"'KSK.NS',"
Kalyani Steels Limited,KSL.NS,"'KSL.NS',"
The Karnataka Bank Limited,KTKBANK.NS,"'KTKBANK.NS',"
Kuantum Papers Limited,KUANTUM.NS,"'KUANTUM.NS',"
kwality limited,KWALITY.NS,"'KWALITY.NS',"
L&T Finance Holdings Limited,L&TFH.NS,"'L&TFH.NS',"
Lakshmi Precision Screws Limited,LAKPRE.NS,"'LAKPRE.NS',"
Dr. Lal Path Labs Ltd.,LALPATHLAB.NS,"'LALPATHLAB.NS',"
Lambodhara Textiles Limited,LAMBODHARA.NS,"'LAMBODHARA.NS',"
La Opala RG Limited,LAOPALA.NS,"'LAOPALA.NS',"
Lasa Supergenerics Limited,LASA.NS,"'LASA.NS',"
Laurus Labs Limited,LAURUSLABS.NS,"'LAURUSLABS.NS',"
Lakshmi Machine Works Limited,LAXMIMACH.NS,"'LAXMIMACH.NS',"
Lemon Tree Hotels Limited,LEMONTREE.NS,"'LEMONTREE.NS',"
Lakshmi Finance & Industrial Corporation Limited,LFIC.NS,"'LFIC.NS',"
LG Balakrishnan & Bros Limited,LGBBROSLTD.NS,"'LGBBROSLTD.NS',"
LGB Forge Limited,LGBFORGE.NS,"'LGBFORGE.NS',"
Libas Consumer Products Limited,LIBAS.NS,"'LIBAS.NS',"
Liberty Shoes Limited,LIBERTSHOE.NS,"'LIBERTSHOE.NS',"
LIC Housing Finance Limited,LICHSGFIN.NS,"'LICHSGFIN.NS',"
Likhitha Infrastructure Limited,LIKHITHA.NS,"'LIKHITHA.NS',"
Lincoln Pharmaceuticals Limited,LINCOLN.NS,"'LINCOLN.NS',"
Linc Pen & Plastics Limited,LINCPEN.NS,"'LINCPEN.NS',"
Linde India Limited,LINDEINDIA.NS,"'LINDEINDIA.NS',"
Lokesh Machines Limited,LOKESHMACH.NS,"'LOKESHMACH.NS',"
Lotus Eye Hospital and Institute Limited,LOTUSEYE.NS,"'LOTUSEYE.NS',"
Lovable Lingerie Limited,LOVABLE.NS,"'LOVABLE.NS',"
Landmark Property Development Company Limited,LPDC.NS,"'LPDC.NS',"
Lloyds Steels Industries Limited,LSIL.NS,"'LSIL.NS',"
Larsen & Toubro Limited,LT.NS,"'LT.NS',"
Larsen & Toubro Infotech Limited,LTI.NS,"'LTI.NS',"
L&T Technology Services Limited,LTTS.NS,"'LTTS.NS',"
Lumax Industries Limited,LUMAXIND.NS,"'LUMAXIND.NS',"
Lumax Auto Technologies Limited,LUMAXTECH.NS,"'LUMAXTECH.NS',"
Lupin Limited,LUPIN.NS,"'LUPIN.NS',"
Lux Industries Limited,LUXIND.NS,"'LUXIND.NS',"
Lyka Labs Limited,LYKALABS.NS,"'LYKALABS.NS',"
Lypsa Gems & Jewellery Limited,LYPSAGEMS.NS,"'LYPSAGEMS.NS',"
Mahindra & Mahindra Limited,M&M.NS,"'M&M.NS',"
Mahindra & Mahindra Financial Services Limited,M&MFIN.NS,"'M&MFIN.NS',"
Maan Aluminium Limited,MAANALU.NS,"'MAANALU.NS',"
Macpower CNC Machines Limited,MACPOWER.NS,"'MACPOWER.NS',"
Madhav Marbles and Granites Limited,MADHAV.NS,"'MADHAV.NS',"
Madhucon Projects Limited,MADHUCON.NS,"'MADHUCON.NS',"
Madras Fertilizers Limited,MADRASFERT.NS,"'MADRASFERT.NS',"
Magadh Sugar & Energy Limited,MAGADSUGAR.NS,"'MAGADSUGAR.NS',"
Magma Fincorp Limited,MAGMA.NS,"'MAGMA.NS',"
Magnum Ventures Limited,MAGNUM.NS,"'MAGNUM.NS',"
Bank of Maharashtra,MAHABANK.NS,"'MAHABANK.NS',"
Maha Rashtra Apex Corporation Limited,MAHAPEXLTD.NS,"'MAHAPEXLTD.NS',"
Mahamaya Steel Industries Limited,MAHASTEEL.NS,"'MAHASTEEL.NS',"
Mahindra EPC Irrigation Limited,MAHEPC.NS,"'MAHEPC.NS',"
Maheshwari Logistics Limited,MAHESHWARI.NS,"'MAHESHWARI.NS',"
Mahindra CIE Automotive Limited,MAHINDCIE.NS,"'MAHINDCIE.NS',"
Mahindra Lifespace Developers Limited,MAHLIFE.NS,"'MAHLIFE.NS',"
Mahindra Logistics Limited,MAHLOG.NS,"'MAHLOG.NS',"
Maharashtra Scooters Limited,MAHSCOOTER.NS,"'MAHSCOOTER.NS',"
Maharashtra Seamless Limited,MAHSEAMLES.NS,"'MAHSEAMLES.NS',"
Maithan Alloys Limited,MAITHANALL.NS,"'MAITHANALL.NS',"
Majesco Limited,MAJESCO.NS,"'MAJESCO.NS',"
Malu Paper Mills Limited,MALUPAPER.NS,"'MALUPAPER.NS',"
Manaksia Aluminium Company Limited,MANAKALUCO.NS,"'MANAKALUCO.NS',"
Manaksia Coated Metals & Industries Limited,MANAKCOAT.NS,"'MANAKCOAT.NS',"
Manaksia Limited,MANAKSIA.NS,"'MANAKSIA.NS',"
Manaksia Steels Limited,MANAKSTEEL.NS,"'MANAKSTEEL.NS',"
Manali Petrochemicals Limited,MANALIPETC.NS,"'MANALIPETC.NS',"
Manappuram Finance Limited,MANAPPURAM.NS,"'MANAPPURAM.NS',"
Mangalam Drugs And Organics Limited,MANGALAM.NS,"'MANGALAM.NS',"
Mangalore Chemicals & Fertilizers Limited,MANGCHEFER.NS,"'MANGCHEFER.NS',"
Mangalam Cement Limited,MANGLMCEM.NS,"'MANGLMCEM.NS',"
Mangalam Timber Products Limited,MANGTIMBER.NS,"'MANGTIMBER.NS',"
Man Industries (India) Limited,MANINDS.NS,"'MANINDS.NS',"
Man Infraconstruction Limited,MANINFRA.NS,"'MANINFRA.NS',"
Manugraph India Limited,MANUGRAPH.NS,"'MANUGRAPH.NS',"
Maral Overseas Limited,MARALOVER.NS,"'MARALOVER.NS',"
Marathon Nextgen Realty Limited,MARATHON.NS,"'MARATHON.NS',"
Marico Limited,MARICO.NS,"'MARICO.NS',"
Marine Electricals (India) Limited,MARINE.NS,"'MARINE.NS',"
Marksans Pharma Limited,MARKSANS.NS,"'MARKSANS.NS',"
Maruti Suzuki India Limited,MARUTI.NS,"'MARUTI.NS',"
MAS Financial Services Limited,MASFIN.NS,"'MASFIN.NS',"
Mask Investments Limited,MASKINVEST.NS,"'MASKINVEST.NS',"
Mastek Limited,MASTEK.NS,"'MASTEK.NS',"
Matrimony.Com Limited,MATRIMONY.NS,"'MATRIMONY.NS',"
Mawana Sugars Limited,MAWANASUG.NS,"'MAWANASUG.NS',"
Max Healthcare Institute Limited,MAXHEALTH.NS,"'MAXHEALTH.NS',"
Max India Limited,MAXIND.NS,"'MAXIND.NS',"
Max Ventures and Industries Limited,MAXVIL.NS,"'MAXVIL.NS',"
Mayur Uniquoters Ltd,MAYURUNIQ.NS,"'MAYURUNIQ.NS',"
Mazda Limited,MAZDA.NS,"'MAZDA.NS',"
Mazagon Dock Shipbuilders Limited,MAZDOCK.NS,"'MAZDOCK.NS',"
Madhya Bharat Agro Products Limited,MBAPL.NS,"'MBAPL.NS',"
Mcnally Bharat Engineering Company Limited,MBECL.NS,"'MBECL.NS',"
MBL Infrastructures Limited,MBLINFRA.NS,"'MBLINFRA.NS',"
McDowell Holdings Limited,MCDHOLDING.NS,"'MCDHOLDING.NS',"
United Spirits Limited,MCDOWELL-N.NS,"'MCDOWELL-N.NS',"
Madhav Copper Limited,MCL.NS,"'MCL.NS',"
Mcleod Russel India Limited,MCLEODRUSS.NS,"'MCLEODRUSS.NS',"
Multi Commodity Exchange of India Limited,MCX.NS,"'MCX.NS',"
Megasoft Limited,MEGASOFT.NS,"'MEGASOFT.NS',"
Meghmani Organics Limited,MEGH.NS,"'MEGH.NS',"
Melstar Information Technologies Limited,MELSTAR.NS,"'MELSTAR.NS',"
Menon Bearings Limited,MENONBE.NS,"'MENONBE.NS',"
MEP Infrastructure Developers Limited,MEP.NS,"'MEP.NS',"
Mercator Limited,MERCATOR.NS,"'MERCATOR.NS',"
Metalyst Forgings Limited,METALFORGE.NS,"'METALFORGE.NS',"
Metkore Alloys & Industries Limited,METKORE.NS,"'METKORE.NS',"
Metropolis Healthcare Limited,METROPOLIS.NS,"'METROPOLIS.NS',"
Max Financial Services Limited,MFSL.NS,"'MFSL.NS',"
Mangalam Global Enterprise Limited,MGEL.NS,"'MGEL.NS',"
Mahanagar Gas Limited,MGL.NS,"'MGL.NS',"
Mahindra Holidays & Resorts India Limited,MHRIL.NS,"'MHRIL.NS',"
MIC Electronics Limited,MIC.NS,"'MIC.NS',"
Mishra Dhatu Nigam Limited,MIDHANI.NS,"'MIDHANI.NS',"
Minda Corporation Limited,MINDACORP.NS,"'MINDACORP.NS',"
Minda Industries Limited,MINDAIND.NS,"'MINDAIND.NS',"
Mindteck (India) Limited,MINDTECK.NS,"'MINDTECK.NS',"
MindTree Limited,MINDTREE.NS,"'MINDTREE.NS',"
MIRC Electronics Limited,MIRCELECTR.NS,"'MIRCELECTR.NS',"
Mirza International Limited,MIRZAINT.NS,"'MIRZAINT.NS',"
Mittal Life Style Limited,MITTAL.NS,"'MITTAL.NS',"
MM Forgings Limited,MMFL.NS,"'MMFL.NS',"
MMP Industries Limited,MMP.NS,"'MMP.NS',"
MMTC Limited,MMTC.NS,"'MMTC.NS',"
Modi Rubber Limited,MODIRUBBER.NS,"'MODIRUBBER.NS',"
Mohit Industries Limited,MOHITIND.NS,"'MOHITIND.NS',"
Mohota Industries Limited,MOHOTAIND.NS,"'MOHOTAIND.NS',"
MOIL Limited,MOIL.NS,"'MOIL.NS',"
Mold-Tek Technologies Limited,MOLDTECH.NS,"'MOLDTECH.NS',"
Mold-Tek Packaging Limited,MOLDTKPAC.NS,"'MOLDTKPAC.NS',"
Monte Carlo Fashions Limited,MONTECARLO.NS,"'MONTECARLO.NS',"
Morarjee Textiles Limited,MORARJEE.NS,"'MORARJEE.NS',"
Morepen Laboratories Limited,MOREPENLAB.NS,"'MOREPENLAB.NS',"
Motherson Sumi Systems Limited,MOTHERSUMI.NS,"'MOTHERSUMI.NS',"
Motilal Oswal Financial Services Limited,MOTILALOFS.NS,"'MOTILALOFS.NS',"
The Motor & General Finance Limited,MOTOGENFIN.NS,"'MOTOGENFIN.NS',"
MphasiS Limited,MPHASIS.NS,"'MPHASIS.NS',"
MPS Limited,MPSLTD.NS,"'MPSLTD.NS',"
MRF Limited,MRF.NS,"'MRF.NS',"
MRO-TEK Realty Limited,MRO-TEK.NS,"'MRO-TEK.NS',"
Mangalore Refinery and Petrochemicals Limited,MRPL.NS,"'MRPL.NS',"
MSP Steel & Power Limited,MSPL.NS,"'MSPL.NS',"
Mstc Limited,MSTCLTD.NS,"'MSTCLTD.NS',"
MT Educare Limited,MTEDUCARE.NS,"'MTEDUCARE.NS',"
Mahanagar Telephone Nigam Limited,MTNL.NS,"'MTNL.NS',"
Mukand Engineers Limited,MUKANDENGG.NS,"'MUKANDENGG.NS',"
Mukand Limited,MUKANDLTD.NS,"'MUKANDLTD.NS',"
Mukta Arts Limited,MUKTAARTS.NS,"'MUKTAARTS.NS',"
Munjal Auto Industries Limited,MUNJALAU.NS,"'MUNJALAU.NS',"
Munjal Showa Limited,MUNJALSHOW.NS,"'MUNJALSHOW.NS',"
Murudeshwar Ceramics Limited,MURUDCERA.NS,"'MURUDCERA.NS',"
Muthoot Capital Services Limited,MUTHOOTCAP.NS,"'MUTHOOTCAP.NS',"
Muthoot Finance Limited,MUTHOOTFIN.NS,"'MUTHOOTFIN.NS',"
NACL Industries Limited,NACLIND.NS,"'NACLIND.NS',"
Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS,"'NAGAFERT.NS',"
Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS,"'NAGREEKCAP.NS',"
Nagreeka Exports Limited,NAGREEKEXP.NS,"'NAGREEKEXP.NS',"
Nahar Capital and Financial Services Limited,NAHARCAP.NS,"'NAHARCAP.NS',"
Nahar Industrial Enterprises Limited,NAHARINDUS.NS,"'NAHARINDUS.NS',"
Nahar Poly Films Limited,NAHARPOLY.NS,"'NAHARPOLY.NS',"
Nahar Spinning Mills Limited,NAHARSPING.NS,"'NAHARSPING.NS',"
Nippon Life India Asset Management Limited,NAM-INDIA.NS,"'NAM-INDIA.NS',"
Natco Pharma Limited,NATCOPHARM.NS,"'NATCOPHARM.NS',"
Nath Bio-Genes (India) Limited,NATHBIOGEN.NS,"'NATHBIOGEN.NS',"
National Aluminium Company Limited,NATIONALUM.NS,"'NATIONALUM.NS',"
National Steel And Agro Industries Limited,NATNLSTEEL.NS,"'NATNLSTEEL.NS',"
Info Edge (India) Limited,NAUKRI.NS,"'NAUKRI.NS',"
Navin Fluorine International Limited,NAVINFLUOR.NS,"'NAVINFLUOR.NS',"
Navkar Corporation Limited,NAVKARCORP.NS,"'NAVKARCORP.NS',"
Navneet Education Limited,NAVNETEDUL.NS,"'NAVNETEDUL.NS',"
NBCC (India) Limited,NBCC.NS,"'NBCC.NS',"
N. B. I. Industrial Finance Company Limited,NBIFIN.NS,"'NBIFIN.NS',"
Nava Bharat Ventures Limited,NBVENTURES.NS,"'NBVENTURES.NS',"
NCC Limited,NCC.NS,"'NCC.NS',"
NCL Industries Limited,NCLIND.NS,"'NCLIND.NS',"
Naga Dhunseri Group Limited,NDGL.NS,"'NDGL.NS',"
Nandan Denim Limited,NDL.NS,"'NDL.NS',"
Ndr Auto Components Limited,NDRAUTO.NS,"'NDRAUTO.NS',"
New Delhi Television Limited,NDTV.NS,"'NDTV.NS',"
North Eastern Carrying Corporation Limited,NECCLTD.NS,"'NECCLTD.NS',"
Nectar Lifesciences Limited,NECLIFE.NS,"'NECLIFE.NS',"
Nelcast Limited,NELCAST.NS,"'NELCAST.NS',"
NELCO Limited,NELCO.NS,"'NELCO.NS',"
Neogen Chemicals Limited,NEOGEN.NS,"'NEOGEN.NS',"
Nesco Limited,NESCO.NS,"'NESCO.NS',"
Nestle India Limited,NESTLEIND.NS,"'NESTLEIND.NS',"
Network18 Media & Investments Limited,NETWORK18.NS,"'NETWORK18.NS',"
Neuland Laboratories Limited,NEULANDLAB.NS,"'NEULANDLAB.NS',"
Newgen Software Technologies Limited,NEWGEN.NS,"'NEWGEN.NS',"
Next Mediaworks Limited,NEXTMEDIA.NS,"'NEXTMEDIA.NS',"
National Fertilizers Limited,NFL.NS,"'NFL.NS',"
Narayana Hrudayalaya Ltd.,NH.NS,"'NH.NS',"
NHPC Limited,NHPC.NS,"'NHPC.NS',"
The New India Assurance Company Limited,NIACL.NS,"'NIACL.NS',"
NIIT Limited,NIITLTD.NS,"'NIITLTD.NS',"
Nila Infrastructures Limited,NILAINFRA.NS,"'NILAINFRA.NS',"
Nila Spaces Limited,NILASPACES.NS,"'NILASPACES.NS',"
Nilkamal Limited,NILKAMAL.NS,"'NILKAMAL.NS',"
Indo-National Limited,NIPPOBATRY.NS,"'NIPPOBATRY.NS',"
Niraj Cement Structurals Limited,NIRAJ.NS,"'NIRAJ.NS',"
Niraj Ispat Industries Limited,NIRAJISPAT.NS,"'NIRAJISPAT.NS',"
Nitco Limited,NITCO.NS,"'NITCO.NS',"
Nitin Fire Protection Industries Limited,NITINFIRE.NS,"'NITINFIRE.NS',"
Nitin Spinners Limited,NITINSPIN.NS,"'NITINSPIN.NS',"
NK Industries Limited,NKIND.NS,"'NKIND.NS',"
NLC India Limited,NLCINDIA.NS,"'NLCINDIA.NS',"
NMDC Limited,NMDC.NS,"'NMDC.NS',"
NOCIL Limited,NOCIL.NS,"'NOCIL.NS',"
Noida Toll Bridge Company Limited,NOIDATOLL.NS,"'NOIDATOLL.NS',"
Norben Tea & Exports Limited,NORBTEAEXP.NS,"'NORBTEAEXP.NS',"
Novartis India Limited,NOVARTIND.NS,"'NOVARTIND.NS',"
N R Agarwal Industries Limited,NRAIL.NS,"'NRAIL.NS',"
NRB Bearing Limited,NRBBEARING.NS,"'NRBBEARING.NS',"
Nalwa Sons Investments Limited,NSIL.NS,"'NSIL.NS',"
Neueon Towers Limited,NTL.NS,"'NTL.NS',"
NTPC Limited,NTPC.NS,"'NTPC.NS',"
Nucleus Software Exports Limited,NUCLEUS.NS,"'NUCLEUS.NS',"
NXTDIGITAL LIMITED,NXTDIGITAL.NS,"'NXTDIGITAL.NS',"
Oriental Aromatics Limited,OAL.NS,"'OAL.NS',"
Oberoi Realty Limited,OBEROIRLTY.NS,"'OBEROIRLTY.NS',"
Oriental Carbon & Chemicals Limited,OCCL.NS,"'OCCL.NS',"
Oracle Financial Services Software Limited,OFSS.NS,"'OFSS.NS',"
Oil India Limited,OIL.NS,"'OIL.NS',"
OCL Iron and Steel Limited,OISL.NS,"'OISL.NS',"
Olectra Greentech Limited,OLECTRA.NS,"'OLECTRA.NS',"
Omax Autos Limited,OMAXAUTO.NS,"'OMAXAUTO.NS',"
Omaxe Limited,OMAXE.NS,"'OMAXE.NS',"
OM Metals Infraprojects Limited,OMMETALS.NS,"'OMMETALS.NS',"
Onelife Capital Advisors Limited,ONELIFECAP.NS,"'ONELIFECAP.NS',"
One Point One Solutions Limited,ONEPOINT.NS,"'ONEPOINT.NS',"
Oil & Natural Gas Corporation Limited,ONGC.NS,"'ONGC.NS',"
OnMobile Global Limited,ONMOBILE.NS,"'ONMOBILE.NS',"
Onward Technologies Limited,ONWARDTEC.NS,"'ONWARDTEC.NS',"
Optiemus Infracom Limited,OPTIEMUS.NS,"'OPTIEMUS.NS',"
Opto Circuits (India) Limited,OPTOCIRCUI.NS,"'OPTOCIRCUI.NS',"
Orbit Exports Limited,ORBTEXP.NS,"'ORBTEXP.NS',"
Orchid Pharma Limited,ORCHPHARMA.NS,"'ORCHPHARMA.NS',"
Oricon Enterprises Limited,ORICONENT.NS,"'ORICONENT.NS',"
Orient Abrasives Limited,ORIENTABRA.NS,"'ORIENTABRA.NS',"
Oriental Trimex Limited,ORIENTALTL.NS,"'ORIENTALTL.NS',"
Orient Bell Limited,ORIENTBELL.NS,"'ORIENTBELL.NS',"
Orient Cement Limited,ORIENTCEM.NS,"'ORIENTCEM.NS',"
Orient Electric Limited,ORIENTELEC.NS,"'ORIENTELEC.NS',"
Oriental Hotels Limited,ORIENTHOT.NS,"'ORIENTHOT.NS',"
Orient Press Limited,ORIENTLTD.NS,"'ORIENTLTD.NS',"
Orient Paper & Industries Limited,ORIENTPPR.NS,"'ORIENTPPR.NS',"
Orient Refractories Limited,ORIENTREF.NS,"'ORIENTREF.NS',"
The Orissa Minerals Development Company Limited,ORISSAMINE.NS,"'ORISSAMINE.NS',"
Ortel Communications Limited,ORTEL.NS,"'ORTEL.NS',"
Oswal Agro Mills Limited,OSWALAGRO.NS,"'OSWALAGRO.NS',"
PAE Limited,PAEL.NS,"'PAEL.NS',"
Page Industries Limited,PAGEIND.NS,"'PAGEIND.NS',"
Paisalo Digital Limited,PAISALO.NS,"'PAISALO.NS',"
Palash Securities Limited,PALASHSECU.NS,"'PALASHSECU.NS',"
Palred Technologies Limited,PALREDTEC.NS,"'PALREDTEC.NS',"
Panacea Biotec Limited,PANACEABIO.NS,"'PANACEABIO.NS',"
Panache Digilife Limited,PANACHE.NS,"'PANACHE.NS',"
Panama Petrochem Limited,PANAMAPET.NS,"'PANAMAPET.NS',"
Parabolic Drugs Limited,PARABDRUGS.NS,"'PARABDRUGS.NS',"
Paramount Communications Limited,PARACABLES.NS,"'PARACABLES.NS',"
Parag Milk Foods Limited,PARAGMILK.NS,"'PARAGMILK.NS',"
Parsvnath Developers Limited,PARSVNATH.NS,"'PARSVNATH.NS',"
Patel Engineering Limited,PATELENG.NS,"'PATELENG.NS',"
Patel Integrated Logistics Limited,PATINTLOG.NS,"'PATINTLOG.NS',"
Patspin India Limited,PATSPINLTD.NS,"'PATSPINLTD.NS',"
PC Jeweller Limited,PCJEWELLER.NS,"'PCJEWELLER.NS',"
Pudumjee Paper Products Limited,PDMJEPAPER.NS,"'PDMJEPAPER.NS',"
PDS Multinational Fashions Limited,PDSMFL.NS,"'PDSMFL.NS',"
Pearl Polymers Limited,PEARLPOLY.NS,"'PEARLPOLY.NS',"
Piramal Enterprises Limited,PEL.NS,"'PEL.NS',"
Pennar Industries Limited,PENIND.NS,"'PENIND.NS',"
Peninsula Land Limited,PENINLAND.NS,"'PENINLAND.NS',"
Persistent Systems Limited,PERSISTENT.NS,"'PERSISTENT.NS',"
Petronet LNG Limited,PETRONET.NS,"'PETRONET.NS',"
Power Finance Corporation Limited,PFC.NS,"'PFC.NS',"
Pfizer Limited,PFIZER.NS,"'PFIZER.NS',"
Prime Focus Limited,PFOCUS.NS,"'PFOCUS.NS',"
